freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,FOR,NR,I551,AT	13827347 	13615991 	13663780 	13031632 	12877518 	12464012 	12533359 	12328802 	12803345 	12754590 	13240302 	13278822 	13486750 	13748371 	14075856 	14541922 	14946795 	15348001 	16089508 	15520385 	16169935 	16972143 	17727876 	18163665 	18588441 	19627356 	20433963 	21338164 	22026364 	22662144 	9570060 	8391857 	17592212 	20869584 	21711011 	22535439 
A,FOR,NR,I551,AT1	3204853 	2876000 	2972530 	2785301 	2905596 	2855726 	2964172 	2966171 	3165166 	3111554 	3194695 	3134599 	3101560 	3271099 	3480914 	3627534 	3773761 	3942746 	4252386 	3990093 	4301645 	4684631 	4926620 	5076096 	5345007 	5726381 	5902585 	6163245 	6409083 	6770854 	1597812 	1694626 	4446345 	5966192 	6529930 	6923976 
A,FOR,NR,I551,AT11	125425 	123048 	110956 	96157 	94369 	86496 	85703 	81744 	88297 	89892 	81043 	86996 	89697 	96379 	94891 	98807 	102618 	115295 	120692 	117581 	123783 	123391 	123695 	122161 	127637 	127628 	132801 	136376 	140166 	157289 	60046 	80674 	141404 	173315 	185454 	183065 
A,FOR,NR,I551,AT12	706807 	703544 	674988 	677958 	640319 	600453 	621453 	619175 	646265 	650867 	644659 	653324 	664172 	719702 	771236 	803557 	813270 	848913 	843228 	750941 	736124 	765520 	783321 	767537 	794903 	856535 	888372 	1006471 	1049873 	1145368 	365227 	412561 	748112 	973812 	972673 	995065 
A,FOR,NR,I551,AT13	2372621 	2049408 	2186586 	2011186 	2170908 	2168777 	2257016 	2265252 	2430604 	2370795 	2468993 	2394279 	2347691 	2455018 	2614787 	2725170 	2857873 	2978538 	3288466 	3121571 	3441738 	3795720 	4019604 	4186398 	4422467 	4742218 	4881412 	5020398 	5219044 	5468197 	1172539 	1201391 	3556829 	4819065 	5371803 	5745846 
A,FOR,NR,I551,AT2	1615864 	1601922 	1526499 	1435792 	1374644 	1315910 	1307403 	1309539 	1334627 	1290770 	1317675 	1373054 	1458077 	1514814 	1452191 	1506542 	1526353 	1603612 	1686880 	1644166 	1661526 	1728100 	1754652 	1769458 	1809280 	1842957 	1930836 	2020571 	2030538 	2088124 	1055454 	1019064 	1770335 	2002596 	2026828 	2029474 
A,FOR,NR,I551,AT21	1016174 	1030664 	995543 	935568 	886443 	846977 	826331 	801275 	806075 	757427 	777747 	809936 	862553 	875975 	845814 	875439 	877340 	934547 	972614 	940208 	925293 	953623 	966182 	947545 	950419 	957799 	988072 	1029933 	1036416 	1054178 	546369 	529453 	896279 	968691 	947860 	935444 
A,FOR,NR,I551,AT22	599690 	571258 	530956 	500224 	488201 	468933 	481072 	508264 	528552 	533343 	539928 	563118 	595524 	638839 	606377 	631103 	649013 	669065 	714266 	703958 	736233 	774477 	788470 	821913 	858861 	885158 	942764 	990638 	994122 	1033946 	509085 	489611 	874056 	1033905 	1078968 	1094030 
A,FOR,NR,I551,AT3	9006630 	9138069 	9164751 	8810539 	8597278 	8292376 	8261784 	8053092 	8301519 	8352266 	8727932 	8771169 	8927113 	8962458 	9142751 	9407846 	9646681 	9801643 	10150242 	9886126 	10206764 	10559412 	11046604 	11318111 	11434154 	12058018 	12600542 	13154348 	13586743 	13803166 	6916794 	5678167 	11375532 	12900796 	13154253 	13581989 
A,FOR,NR,I551,AT31	731478 	765631 	748236 	744828 	726461 	702875 	692294 	672838 	702391 	692607 	701882 	715382 	696120 	709159 	744361 	750240 	764817 	777525 	787701 	753676 	763269 	804120 	852525 	830585 	845399 	910985 	954456 	1045483 	1107940 	1168237 	431920 	467666 	855127 	1062759 	1091556 	1141920 
A,FOR,NR,I551,AT32	2460574 	2413020 	2406514 	2306651 	2272085 	2136714 	2141879 	2080547 	2137371 	2184160 	2227571 	2261326 	2304591 	2342856 	2472357 	2574855 	2732959 	2742544 	2805656 	2691037 	2799025 	2896142 	3082790 	3181890 	3224656 	3381839 	3582417 	3809512 	3965152 	4052676 	1924041 	1553409 	3254907 	3818627 	3867522 	4002008 
A,FOR,NR,I551,AT33	4985239 	5080563 	5124256 	4920319 	4792187 	4640217 	4616597 	4510605 	4633946 	4641139 	4932071 	4933417 	5039014 	4995675 	4998915 	5140441 	5188935 	5290829 	5495205 	5386114 	5556429 	5739374 	5907672 	6074920 	6148907 	6512000 	6773148 	6983145 	7200091 	7262437 	3798546 	3058717 	6080913 	6680646 	6821703 	7012877 
A,FOR,NR,I551,AT34	829339 	878855 	885745 	838741 	806545 	812570 	811014 	789102 	827811 	834360 	866408 	861044 	887388 	914768 	927118 	942310 	959970 	990745 	1061680 	1055299 	1088041 	1119776 	1203617 	1230716 	1215192 	1253194 	1290521 	1316208 	1313560 	1319816 	762287 	598375 	1184585 	1338764 	1373472 	1425184 
A,FOR,NR,I551,BE	: 	: 	3860519 	3719000 	3947000 	4137666 	4468853 	4710320 	4858778 	4982766 	5163137 	5117309 	5322521 	5261182 	5385214 	5409064 	5664462 	5713290 	5819853 	5449891 	5771650 	6076926 	6145711 	6227649 	6388967 	6439780 	5556519 	6312587 	6700260 	6800455 	1804165 	2312767 	5728119 	6445501 	6627533 	: 
A,FOR,NR,I551,BE1	: 	: 	: 	: 	: 	1707148 	1887853 	1992840 	1918402 	1949191 	2041343 	1956120 	2074249 	2139545 	2107778 	2050728 	2092904 	2178786 	2268127 	2146712 	2237638 	2334606 	2381603 	2449610 	: @C	2533646 	2101146 	2509657 	2723058 	2828346 	645853 	799848 	2220384 	2540060 	2642784 	: 
A,FOR,NR,I551,BE10	: 	: 	: 	: 	: 	1707148 	1887853 	1992840 	1918402 	1949191 	2041343 	1956120 	2074249 	2139545 	2107778 	2050728 	2092904 	2178786 	2268127 	2146712 	2237638 	2334606 	2381603 	2449610 	: @C	2533646 	2101146 	2509657 	2723058 	2828346 	645853 	799848 	2220384 	2540060 	2642784 	: 
A,FOR,NR,I551,BE2	: 	: 	: 	: 	: 	1942947 	2069326 	2193238 	2394119 	2453739 	2505486 	2528239 	2586003 	2497927 	2603444 	2659867 	2823238 	2757317 	2776867 	2581340 	2765467 	2930902 	2955043 	2969301 	: @C	3106653 	2735746 	3008752 	3162142 	3173324 	889105 	1157326 	2780128 	3064326 	3165408 	: 
A,FOR,NR,I551,BE21	: 	: 	: 	: 	482789 	528038 	578860 	600732 	689560 	703828 	696718 	710174 	701483 	685786 	711695 	693495 	746833 	762074 	786131 	722240 	761874 	809061 	827205 	776389 	: @C	791490 	695680 	750797 	774219 	777579 	218314 	343437 	759126 	841192 	856674 	: 
A,FOR,NR,I551,BE22	: 	: 	: 	: 	100956 	101968 	115238 	116928 	126400 	130004 	138559 	131578 	121751 	113952 	115534 	119807 	126140 	131378 	134448 	128406 	138951 	138035 	122258 	111809 	: @C	115896 	129685 	148208 	152838 	153730 	53484 	61559 	132330 	138042 	150576 	: 
A,FOR,NR,I551,BE23	: 	: 	: 	: 	218875 	219360 	242461 	257286 	269946 	282122 	306080 	311606 	314254 	298917 	300957 	309019 	322786 	356797 	370666 	346050 	377906 	392061 	410830 	416474 	: @C	418644 	382666 	417363 	451566 	468926 	145416 	181669 	453228 	493606 	506419 	: 
A,FOR,NR,I551,BE24	: 	: 	: 	: 	: 	385383 	409260 	434486 	471407 	470481 	484680 	459404 	453050 	431693 	529453 	593945 	612659 	485339 	479024 	440342 	462467 	483837 	539991 	589397 	: @C	607688 	514650 	570862 	603533 	598506 	138655 	161004 	448600 	527900 	563121 	: 
A,FOR,NR,I551,BE25	: 	: 	: 	: 	722182 	708198 	723507 	783806 	836806 	867304 	879449 	915477 	995465 	967579 	945805 	943601 	1014820 	1021729 	1006598 	944302 	1024269 	1107908 	1054759 	1075232 	: @C	1172935 	1013065 	1121522 	1179986 	1174583 	333236 	409657 	986844 	1063586 	1088618 	: 
A,FOR,NR,I551,BE3	: 	: 	: 	: 	: 	487571 	511664 	524242 	546257 	579836 	616308 	632950 	662269 	623710 	673992 	698469 	748320 	777187 	774859 	721839 	768545 	811418 	809065 	808738 	: @C	799481 	719627 	794178 	815060 	798785 	269207 	355593 	727607 	841115 	819341 	: 
A,FOR,NR,I551,BE31	: 	: 	: 	: 	: 	70918 	71939 	75102 	71636 	91951 	94755 	91864 	95542 	94917 	103010 	98267 	117395 	122701 	114349 	112519 	111740 	121048 	127230 	127773 	: @C	142344 	114285 	127342 	135017 	149781 	38775 	52108 	110015 	133673 	141218 	: 
A,FOR,NR,I551,BE32	: 	: 	: 	: 	62185 	62732 	74664 	76095 	78814 	82405 	86077 	89277 	97635 	88486 	108781 	112244 	128054 	134639 	150965 	146741 	202992 	219598 	225990 	223393 	: @C	224659 	206653 	223923 	223152 	207327 	69451 	91940 	198842 	236221 	220542 	: 
A,FOR,NR,I551,BE33	: 	: 	: 	: 	183485 	194154 	204652 	203889 	220167 	218275 	241579 	249374 	271220 	254579 	270070 	288818 	306201 	317511 	329358 	291534 	277039 	292982 	281423 	284605 	: @C	264125 	248506 	261975 	267739 	253306 	100758 	125011 	239661 	267015 	249836 	: 
A,FOR,NR,I551,BE34	: 	: 	: 	: 	87256 	92413 	95306 	97664 	101026 	109226 	117063 	119537 	119573 	108094 	105756 	110971 	108673 	112539 	103377 	96059 	92186 	94849 	97071 	94390 	: @C	87967 	78575 	97250 	103019 	99622 	30812 	42732 	76545 	86482 	83595 	: 
A,FOR,NR,I551,BE35	: 	: 	: 	: 	81767 	67354 	65103 	71492 	74614 	77979 	76834 	82898 	78299 	77634 	86375 	88169 	87997 	89797 	76810 	74986 	84588 	82941 	77351 	78577 	: @C	80386 	71608 	83688 	86133 	88749 	29411 	43802 	102544 	117724 	124150 	: 
A,FOR,NR,I551,BG	1946455 	728948 	1019730 	1100294 	959686 	799775 	755021 	662271 	683481 	581272 	741357 	863624 	1030081 	1375650 	1668140 	1909436 	2022579 	2205624 	2204650 	1931258 	2064167 	2387427 	2579134 	2754493 	2732212 	2805760 	3319403 	3571097 	3807990 	3958630 	1142502 	1845157 	2984320 	3519248 	3679559 	: 
A,FOR,NR,I551,BG3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	702323 	968785 	1142153 	1317216 	1383579 	1491751 	1478495 	1303052 	1368755 	1671291 	1794724 	1910201 	1803408 	1824207 	2232666 	2353811 	2539927 	2626249 	676912 	1351757 	2031272 	2321445 	2432813 	: 
A,FOR,NR,I551,BG31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8998 	11446 	13205 	15093 	18299 	19917 	22210 	20871 	20652 	23011 	24694 	29520 	27647 	27834 	28271 	31733 	30164 	34781 	16497 	18581 	30836 	35834 	33866 	: 
A,FOR,NR,I551,BG32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32654 	35737 	41280 	48596 	54270 	68023 	62174 	53649 	55316 	61041 	70128 	72370 	68699 	71352 	77940 	89315 	107603 	117707 	28298 	41720 	72591 	84075 	85397 	: 
A,FOR,NR,I551,BG33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	485195 	591484 	626932 	682230 	694490 	758868 	735449 	665963 	630829 	816857 	845459 	894092 	784444 	824445 	1018664 	1074590 	1172903 	1158149 	357238 	638415 	857333 	1003950 	1042732 	: 
A,FOR,NR,I551,BG34	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	175476 	330118 	460736 	571297 	616520 	644943 	658662 	562569 	661958 	770382 	854443 	914219 	922618 	900576 	1107791 	1158173 	1229257 	1315612 	274879 	653041 	1070512 	1197586 	1270818 	: 
A,FOR,NR,I551,BG4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	327758 	406865 	525987 	592220 	639000 	713873 	726155 	628206 	695412 	716136 	784410 	844292 	928804 	981553 	1086737 	1217286 	1268063 	1332381 	465590 	493400 	953048 	1197803 	1246746 	: 
A,FOR,NR,I551,BG41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	254369 	322380 	408675 	461992 	502279 	563729 	591651 	514294 	586026 	591483 	648638 	701301 	775859 	810904 	904771 	1020157 	1061920 	1104242 	386052 	405533 	787455 	961118 	1013895 	: 
A,FOR,NR,I551,BG42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73389 	84485 	117312 	130228 	136721 	150144 	134504 	113912 	109386 	124653 	135772 	142991 	152945 	170649 	181966 	197129 	206143 	228139 	79538 	87867 	165593 	236685 	232851 	: 
A,FOR,NR,I551,CH	7963159 	7400292 	7527998 	7224502 	7357885 	6945983 	6729797 	7039225 	7185379 	7153967 	7821158 	7454855 	6867696 	: 	: 	7218465 	7851391 	8435993 	8595395 	8281738 	8615240 	8521907 	8553759 	7876619 	9145704 	9292153 	9190772 	9874532 	10346238 	10468660 	: 	3613570 	7717894 	9984346 	10616406 	: 
A,FOR,NR,I551,CH0	: 	: 	: 	: 	7357885 	6945983 	6729797 	7039225 	7185379 	7153967 	7821158 	7454855 	6867696 	: 	: 	7218465 	7851391 	8435993 	8595395 	8281738 	8615240 	8521907 	8553759 	7876619 	9145704 	9292153 	9190772 	9874532 	10346238 	10468660 	: 	3613570 	7717894 	9984346 	10616406 	: 
A,FOR,NR,I551,CH01	: 	: 	: 	: 	: 	: 	: 	1880358 	1961035 	1933404 	2133133 	2045517 	1929794 	: 	: 	2026298 	2205284 	2344835 	2391356 	2284147 	2343350 	2305464 	2298182 	1747330 	2396277 	2358837 	2373779 	2567224 	2708437 	2794997 	: 	1022338 	2159965 	2763391 	2930666 	: 
A,FOR,NR,I551,CH02	: 	: 	: 	: 	: 	: 	: 	1038677 	1049245 	1049241 	1179849 	1091180 	999980 	: 	: 	1092766 	1175252 	1266594 	1261011 	1204860 	1267726 	1297731 	1343229 	1616857 	1538086 	1651715 	1573435 	1717640 	1830804 	1860718 	: 	546237 	1236979 	1720136 	1892881 	: 
A,FOR,NR,I551,CH03	: 	: 	: 	: 	: 	: 	: 	349944 	358684 	360911 	372150 	364562 	349541 	: 	: 	404746 	470925 	510704 	536308 	544487 	561872 	569419 	572769 	439874 	608959 	602385 	611369 	675538 	695130 	705352 	: 	288617 	547305 	700364 	760365 	: 
A,FOR,NR,I551,CH04	: 	: 	: 	: 	: 	: 	: 	1252588 	1270250 	1254278 	1347452 	1329446 	1256536 	: 	: 	1349236 	1475459 	1569224 	1618553 	1585677 	1713213 	1753931 	1827334 	814118 	1950460 	2028479 	2054434 	2199421 	2252033 	2234843 	: 	683301 	1701702 	2218323 	2299306 	: 
A,FOR,NR,I551,CH05	: 	: 	: 	: 	: 	: 	: 	976342 	1028544 	1024852 	1106520 	1078527 	957131 	: 	: 	991128 	1039500 	1118940 	1178416 	1132676 	1137240 	1037509 	968626 	1722127 	955392 	866776 	855296 	897363 	974160 	990941 	: 	483520 	845590 	959023 	1016956 	: 
A,FOR,NR,I551,CH06	: 	: 	: 	: 	: 	: 	: 	996033 	954390 	971615 	1093903 	980186 	878417 	: 	: 	872997 	970934 	1071385 	1068154 	1022278 	1114796 	1116383 	1114892 	879446 	1256297 	1374447 	1302899 	1375107 	1444747 	1442807 	: 	363481 	825388 	1160901 	1238480 	: 
A,FOR,NR,I551,CH07	: 	: 	: 	: 	: 	: 	: 	545283 	563231 	559666 	588151 	565437 	496297 	: 	: 	481294 	514037 	554311 	541597 	507613 	477043 	441470 	428727 	656867 	440233 	409514 	419560 	442239 	440927 	439002 	: 	226076 	400965 	462208 	477752 	: 
A,FOR,NR,I551,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2235528 	2335121 	2034398 	1817936 	1725070 	1750168 	1761316 	1775447 	1753561 	1646564 	1788372 	1921251 	2019848 	1946893 	1934727 	1873550 	2268054 	2488362 	2665671 	2689072 	532322 	1404355 	2173160 	2536975 	3026625 	: 
A,FOR,NR,I551,CY0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2235528 	2335121 	2034398 	1817936 	1725070 	1750168 	1761316 	1775447 	1753561 	1646565 	1788372 	1921251 	2019848 	1946893 	1934727 	1873550 	2268054 	2488362 	2665671 	2689072 	532322 	1404355 	2173160 	2536975 	3026625 	: 
A,FOR,NR,I551,CY00	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2235528 	2335121 	2034398 	1817936 	1725070 	1750168 	1761316 	1775447 	1753561 	1646566 	1788372 	1921251 	2019848 	1946893 	1934727 	1873550 	2268054 	2488362 	2665671 	2689072 	532322 	1404355 	2173160 	2536975 	3026625 	: 
A,FOR,NR,I551,CZ	: 	: 	: 	: 	2448289 	2891461 	3696297 	4012521 	4066645 	4140533 	4096720 	4861615 	4314111 	4484989 	5346485 	5685757 	5780674 	6098495 	6134720 	5609025 	5974227 	6376697 	7166917 	7326692 	7513226 	8023523 	8578636 	9354116 	9672369 	9971534 	2471216 	2344573 	6730799 	8795711 	9630010 	9959379 
A,FOR,NR,I551,CZ0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4096720 	4861615 	4314111 	4484989 	5346485 	5685757 	5780674 	6098495 	6134720 	5609025 	5974227 	6376697 	7166917 	7326692 	7513226 	8023523 	8578636 	9354116 	9672369 	9971534 	2471216 	2344573 	6730799 	8795711 	9630010 	9959379 
A,FOR,NR,I551,CZ01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2213342 	2493354 	2126437 	2474095 	3232489 	3510726 	3502237 	3814628 	3868109 	3650998 	3990272 	4249331 	4698192 	4784085 	5005543 	5317722 	5667056 	6094592 	6138049 	6305028 	1334420 	1317196 	4158019 	5456298 	6051592 	6201125 
A,FOR,NR,I551,CZ02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	191447 	300399 	185506 	198573 	226991 	202356 	198084 	184571 	161614 	132640 	129613 	144945 	185872 	188408 	167254 	190359 	193956 	224524 	252763 	251531 	67488 	70970 	188713 	252964 	272683 	263565 
A,FOR,NR,I551,CZ03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	228952 	348578 	354871 	316518 	367919 	372889 	371823 	403911 	385963 	363776 	385567 	404717 	471737 	465215 	497492 	570365 	610983 	688611 	832553 	828325 	207927 	188512 	456327 	633436 	715664 	768201 
A,FOR,NR,I551,CZ04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	482499 	504396 	488517 	409513 	426565 	462276 	528455 	510656 	507843 	492733 	494427 	544711 	599449 	613813 	602473 	646007 	710462 	796951 	819811 	859424 	287632 	241181 	645894 	850128 	895446 	924974 
A,FOR,NR,I551,CZ05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	474793 	612689 	527908 	499132 	501252 	519872 	534649 	473509 	471562 	379454 	354143 	354003 	406223 	398943 	373504 	431341 	452802 	487476 	509648 	534435 	231030 	153371 	407718 	492840 	524539 	578123 
A,FOR,NR,I551,CZ06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	316084 	329902 	345064 	330728 	354652 	381251 	406824 	448952 	468310 	361078 	393313 	439148 	483111 	533213 	533924 	509041 	570706 	659477 	696469 	761919 	204587 	228681 	543447 	707746 	761739 	788479 
A,FOR,NR,I551,CZ07	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	112866 	169732 	169587 	155629 	144069 	140602 	142156 	144634 	147852 	125353 	134284 	137705 	183355 	199864 	188644 	198248 	212641 	232354 	237450 	241871 	76180 	79248 	182364 	216927 	222148 	242329 
A,FOR,NR,I551,CZ08	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	76737 	102565 	116221 	100801 	92548 	95785 	96446 	117634 	123467 	102993 	92608 	102137 	138978 	143151 	144392 	160440 	160030 	170131 	185626 	189001 	61952 	65414 	148317 	185372 	186199 	192583 
A,FOR,NR,I551,DE	14420872 	13044621 	13292398 	12071244 	12269374 	12683333 	13041895 	13745185 	14457265 	14965272 	16718722 	15753872 	15672296 	15978737 	17620179 	18761436 	20629904 	21449077 	21653856 	20965704 	23381892 	24789151 	26547182 	27603412 	28878052 	30691278 	31208132 	32923152 	34039005 	34573809 	10618508 	10152435 	24539230 	30021301 	32341492 	: 
A,FOR,NR,I551,DE1	2189564 	1947776 	1956699 	1789259 	1824157 	1861835 	1885987 	2000518 	2084389 	2137875 	2271997 	2144887 	2191751 	2236254 	2449147 	2598870 	2833629 	2898522 	2928920 	2830036 	3082467 	3384203 	3597606 	3726099 	3958057 	4304268 	4363119 	4501841 	4593945 	4700175 	1696796 	1650830 	3714117 	4440480 	4725337 	: 
A,FOR,NR,I551,DE11	471335 	: 	: 	: 	: 	461788 	465776 	540111 	563703 	570555 	597627 	557894 	583374 	623751 	657819 	683933 	800901 	766440 	764310 	715934 	783456 	874896 	918139 	933517 	991305 	1100816 	1124435 	1185250 	1210339 	1242590 	381178 	356246 	856089 	1118415 	1264976 	: 
A,FOR,NR,I551,DE12	883990 	: 	: 	: 	: 	702145 	713053 	712350 	725485 	749405 	804129 	726214 	709345 	683164 	764750 	783294 	829405 	847312 	834477 	779930 	878930 	941416 	984075 	1012993 	1057258 	1107772 	1083718 	1134189 	1178595 	1158457 	374474 	367209 	829757 	996172 	1065458 	: 
A,FOR,NR,I551,DE13	637739 	: 	: 	: 	: 	517641 	526133 	559099 	601512 	612169 	657527 	654956 	678224 	705768 	787253 	870754 	923050 	989758 	1027253 	1048062 	1113372 	1221198 	1311610 	1391165 	1493449 	1645318 	1688219 	1708631 	1716202 	1806831 	749656 	747735 	1620465 	1827222 	1887909 	: 
A,FOR,NR,I551,DE14	196500 	: 	: 	: 	: 	180261 	181025 	188958 	193689 	205746 	212714 	205823 	220808 	223571 	239325 	260889 	280273 	295012 	302880 	286110 	306709 	346693 	383782 	388424 	416045 	450362 	466747 	473771 	488809 	492297 	191488 	179640 	407806 	498671 	506994 	: 
A,FOR,NR,I551,DE2	4310190 	3687457 	3607285 	3261257 	3332308 	3307908 	3355757 	3481683 	3748497 	3901162 	4363075 	4066539 	4026897 	4026237 	4431374 	4719686 	5130427 	5436721 	5378660 	5177313 	5860895 	6087625 	6593125 	6870113 	7190009 	7701621 	7746420 	8463516 	8969995 	9105993 	2592099 	2358651 	6357061 	7921185 	8635428 	: 
A,FOR,NR,I551,DE21	2450790 	: 	: 	: 	: 	1808131 	1855753 	1963331 	2138378 	2213766 	2543888 	2295716 	2239944 	2237858 	2481050 	2676661 	2935414 	3168058 	3173078 	3097037 	3606222 	3706676 	4043584 	4243657 	4448828 	4771686 	4756107 	5298881 	5648533 	5821536 	1515577 	1391511 	4055380 	5092871 	5611776 	: 
A,FOR,NR,I551,DE22	108355 	: 	: 	: 	: 	111330 	109178 	110165 	125468 	135844 	152066 	171473 	164329 	184782 	193410 	191852 	201750 	245055 	235584 	217249 	203227 	209981 	223113 	223959 	232396 	243960 	262181 	281422 	296029 	298246 	122522 	110372 	219929 	262176 	277988 	: 
A,FOR,NR,I551,DE23	184715 	: 	: 	: 	: 	150807 	147827 	168192 	191456 	180754 	181041 	178202 	181614 	179678 	191078 	192134 	197602 	210244 	212522 	203057 	222231 	232211 	238423 	233316 	249335 	258672 	272882 	282984 	297153 	291858 	107651 	106149 	217862 	277013 	286896 	: 
A,FOR,NR,I551,DE24	149299 	: 	: 	: 	: 	129998 	124420 	128948 	122207 	128676 	137673 	137380 	137259 	137958 	140946 	140631 	148441 	149823 	153149 	139119 	150715 	159634 	165003 	165936 	170993 	192304 	202016 	202919 	210606 	205433 	73968 	71128 	154545 	181076 	181080 	: 
A,FOR,NR,I551,DE25	650453 	: 	: 	: 	: 	561588 	574350 	562131 	590862 	604747 	684894 	617764 	629413 	631353 	697304 	728747 	785144 	781658 	751404 	677559 	773859 	826702 	885841 	930980 	958703 	1008702 	1002827 	1053403 	1138788 	1118880 	318667 	295375 	790253 	961048 	1067731 	: 
A,FOR,NR,I551,DE26	304410 	: 	: 	: 	: 	208442 	199668 	195719 	208583 	230445 	230411 	238544 	244641 	229599 	248604 	251923 	269615 	265771 	267853 	251389 	259534 	266189 	282133 	296039 	307413 	325634 	335040 	339506 	342655 	335561 	130683 	116250 	248664 	287371 	300769 	: 
A,FOR,NR,I551,DE27	462168 	: 	: 	: 	: 	337612 	344561 	353197 	371543 	406930 	433102 	427460 	429697 	425009 	478982 	537738 	592461 	616112 	585070 	591903 	645107 	686232 	755028 	776226 	822341 	900663 	915367 	1004401 	1036231 	1034479 	323031 	267866 	670428 	859630 	909188 	: 
A,FOR,NR,I551,DE3	637192 	551001 	717792 	641713 	653193 	658065 	728745 	808470 	855129 	916618 	1151842 	1096886 	1134005 	1165237 	1463359 	1708706 	2001123 	2196722 	2317972 	2409338 	2744169 	3042535 	3463940 	3646524 	3812615 	4135560 	4267764 	4347342 	4580864 	4611241 	1073003 	1094112 	2891194 	3490743 	3823679 	: 
A,FOR,NR,I551,DE30	637192 	551001 	717792 	641713 	653193 	658065 	728745 	808470 	855129 	916618 	1151842 	1096886 	1134005 	1165237 	1463359 	1708706 	2001123 	2196722 	2317972 	2409338 	2744169 	3042535 	3463940 	3646524 	3812615 	4135560 	4267764 	4347342 	4580864 	4611241 	1073003 	1094112 	2891194 	3490743 	3823679 	: 
A,FOR,NR,I551,DE4	: 	: 	71254 	65498 	85013 	134835 	141348 	140223 	142571 	150803 	199512 	207925 	199718 	202072 	212297 	230575 	267346 	274785 	293435 	250804 	276806 	270765 	273988 	270513 	301646 	319094 	329496 	335142 	345766 	345824 	114666 	128808 	280854 	349206 	360867 	: 
A,FOR,NR,I551,DE40	: 	: 	: 	: 	: 	134835 	141348 	140223 	142571 	150803 	199512 	207925 	199718 	202072 	212297 	230575 	267346 	274785 	293435 	250804 	276806 	270765 	273988 	270513 	301646 	319094 	329496 	335142 	345766 	345824 	114666 	128808 	280854 	349206 	360867 	: 
A,FOR,NR,I551,DE5	101549 	106248 	109356 	86659 	102134 	99918 	103713 	111707 	116750 	119848 	143440 	121803 	122122 	122476 	143207 	151972 	164933 	184016 	178095 	184033 	194149 	202088 	193301 	211073 	220697 	236982 	235333 	240037 	252094 	264958 	84188 	94333 	210690 	257610 	270972 	: 
A,FOR,NR,I551,DE50	101549 	106248 	109356 	86659 	102134 	99918 	103713 	111707 	116750 	119848 	143440 	121803 	122122 	122476 	143207 	151972 	164933 	184016 	178095 	184033 	194149 	202088 	193301 	211073 	220697 	236982 	235333 	240037 	252094 	264958 	84188 	94333 	210690 	257610 	270972 	: 
A,FOR,NR,I551,DE6	634032 	545042 	512866 	477865 	452476 	454088 	451637 	479850 	504542 	512164 	545827 	504946 	505760 	530105 	588110 	601769 	695095 	706569 	722750 	783196 	892783 	977890 	1104443 	1139815 	1254520 	1296471 	1346915 	1417687 	1482151 	1534218 	437612 	457903 	1168212 	1338290 	1464038 	: 
A,FOR,NR,I551,DE60	634032 	545042 	512866 	477865 	452476 	454088 	451637 	479850 	504542 	512164 	545827 	504946 	505760 	530105 	588110 	601769 	695095 	706569 	722750 	783196 	892783 	977890 	1104443 	1139815 	1254520 	1296471 	1346915 	1417687 	1482151 	1534218 	437612 	457903 	1168212 	1338290 	1464038 	: 
A,FOR,NR,I551,DE7	2240735 	2080953 	2042376 	1854000 	1883168 	1988229 	2008513 	2095205 	2178332 	2217363 	2431046 	2401300 	2287775 	2230500 	2444009 	2494140 	2687546 	2758777 	2674648 	2484974 	2744501 	2832416 	3095013 	3167523 	3265465 	3530127 	3580673 	3721533 	3885736 	3915951 	1108291 	999682 	2433917 	3097198 	3289252 	: 
